Review Text,Category
"Excellent calculator. So far, it seems to have most, if not all of the functions that I need for at least high school math. Furthermore, I kind of use it as a notepad for numbers. While I leave many numerous mathematical problems on the calculator screen, I go on to the next one by just simply scrolling it down and calculate anew from that point on. Or I can take a single problem and break it down in screen separations, step by step. The one step not interfering with the other one,if so wanted.",
"Does nearly everything (and then some) that I can think to ask a calculator to do. No intrusive ads, the UI is super customizable, it keeps history, and it has a handy lil' nugget I lucked upon: you can create shortcuts for often used conversions. Easily and quickly accessible on my homepage, I have mph ›› ft./s and mph ›› s/mi. (mild obsession with timing common activities). I have only one complaint - I hate the icon. Lol. Hardly counts. Best calculator though, and I have tried many others.",
"I like the design and features of this calculator app, and would get the paid version, but one of the most basic features doesn't work and is a deal breaker: The calculator always clears itself when I close it, regardless if whether or not the ""Clear Screen"" checkbox in settings is checked or not. I need a calculator that keeps the history right on screen like a real graphing calculator.",
Awesome app. Exceeds expectations. Love the graphing capabilities. Problem: I wanted to see how far I could push it's limits and created a big nested matrix. It became severely unresponsive and I force-closed the app. Now it won't start 😅. It just shows a black screen on startup. Cleared cache and didn't work. Will try reinstalling. UPDATE: Reinstalling worked.,
"I want to love the app, but do not trust the solution when including the previous answer in a new term. For example; [ANS] / 2 ... So often, the result is completely wrong! I've verified this by hand and on other calculators. How in the world has this not been caught yet? So frustrating to have to retype large numbers during a timed test. There's also no way to contact the developer through the app. The 'feedback' button is effectively nonfunctional, hence this review.",
It is incredible for students and can help you even after school I bought the pro version I think it was a incredible price would have paid more for it if I knew how good and helpful it would be. Have contacted them for support pretty helpful. I wish they made the tutorial more visible possibly if you opened the app for the first time it asks you if you want to see a tutorial. I wish you could take a photo of a math question and have it be imported instead of writing it all out. Overall happy.,
"Best scientific calculator on android, and I've tried them all. I wish this exact app was on iOS. No other calculator has the right combination of UI, one line per computation, being able to sroll back through calculations, and functionality. Premium is a one time purchase that's absolutely worth it. The only other app that comes close is HP Prime, if you need to bring out the big guns and can deal with a heavier, clunkier app.",
"Great calculator. Easy to use and has a lot of features. It would be nice to see some financial solvers included. Also it would be nice to see parenthesis matched by color. I tried creating a graph using ""sin(x)' by following the instructions in the Help but it doesn't plot a graph, it plots a straight line, so I'm not sure what I'm doing wrong. ANS: I need to set the ""Angle Unit"" in the Calculation settings to ""RAIDIAN"".",
"I'm a math teacher, and this is the best app to get for any level of high school math. Features include seeing the whole equation as you type as well as an ""answer"" button, so you can do another calculation without typing in the answer. It's free with small banner ads, but consider supporting the developers as they make future versions. REQUEST FOR FEATURE: It would be great to be able to lock the calculator on screen for a given time period so students can use their phones during a test.",
"This calculator is as good as it gets. Other scientific calculators are nowhere near it! It can differentiate every single function, solve simulatoneos equations, plot graphs (even in the argand plane!) all definite integrations and more-han-just-basic indefinite integration, as well. Ofcourse, one can't expect it to solve every indefinite integration problem. was hoping for a sigma operator and the new update had it (alongwith a gifted pi operator, too:))",
"It would be nice to have instructions. The problem is that there are any and the website link is a blank page with app model number at the top, that's all. Not all scientific calculators use the same abbreviations or key sequence to save memory values so instructions are needed or I'm just waiting time. Until I get that I can't use much of the functionality and I'm not going to learn by trial and error so this isn't worth more than 1 star.",
"What a wonderful calculator, excellently smart in all calculations and very good in handling. The formulas are so magnificent and every of the expression are easy to understand. But there are still some things that need to be added and if this are there it will make better results, maybe in the next generation of the calculator but to be honest the creator that created the calcES did a splendid job. Hmm! I love that 🤍 keep it up 👍 you're doing well. THANK YOU. WHAT A GREAT JOB.",
"This is one of the best scientific calculators that I have used & it is pretty straightforward how to use it, plus there are examples you can use if you are not that sure on how to do something. Really they couldn't make it any easier & straightforward on how to use the calculator & what all the button's & functions are!!!!",
Pay a small fraction of the price of a real calculator to remove all the ads and have the full function of a familiar calculator at your disposal at all times. Wish there were better controls for moving the cursor on the screen but the buttons do the job,
It's very easy to use. I just love how expressions can be typed like one normally does on paper instead of the computer looking type of inscription that made look confusing. Typing functions or equations this way makes it easy to troubleshoot and correct your work.,
"A calculator in the spirit of the best I've ever known, combining the abilities of many models into one that seems to lack no feature and just can ḍo it all. Not only that, but it has a beautiful interface as well. I could not resist paying to show my support.",
"Very wonderful app. A calculator app with all the calculations needed. For sure the ads aren't quite interrupting. And the themes are quite beautiful. I recommend this calculator app necessary for all calculations. The maths formula are great and they are some input even graphs are included. I love this app, it's amazing. Try it out!!!",
"Fantastic calculator. The free version is awesome, with unobtrusive ads and a wealth of functionality. But I bought the upgrade to support developement.",
"Very Good Calculator, just learning how to use it, so many different calculations so it is a learning process to me. It reminds me of the casio calculator I had back in the 90s with all the different modes of calculations. One of the best calculator apps on Google.",
"Very powerful calculator, it has every function that a student will need to work with. It's an awesome experience using this app, so interesting to have this kind of app on the playstore. There's no much ads, therefore making it easy for me to use it without much stress.",
The most comprehensive Calculator app. Loved it and bought it. I have a suggestion. Please include Up Down arrow keys for reviewing previous calculations in Pocket Calculator interface also. Now the Up/Down button is only available in Scientific calculator interface.,
Exceptional integration ;⁠) of the Casio calculator I had at school with additional features! What I'm used to and works seemlessly. After using for several years with the free version (never found the ads annoyed me) decided it deserved my money for the premium version 👏,
"No ads . Does more than a normal calculator does. Easy,quick and reliable as it keep history save. And I like the interface as well, Beautiful. I enjoy using this calculator. Thanks for your hard work!",
"The application is awesome in many aspects.This application has become indispensable tool for me and I'm sure for many others as well.Your attention to delivering accuracy are commendable.Themes currently available for the application Are great, but I think it would be beneficial to consider introducing themes that are more data efficient For instance having themes that are optimized for low data usage instead using money payment and it could greatly enhance the users experience.",
"Not anything fancy to make your phone laggy with the animation etc., just giving you straight to the point scientific calculator, and UI is similar to an actual calculator which makes navigation easy.",
Best app ever! .It have helped a lot with my math homework for complex calculation and solving other calculas problem.It also have formulae list which have helped a lot with my Study . Thanks the developer for the best app for learning.,
"Nice calculator for the most part with lot of features, but precision is limited after decimal point. If I put in 1.000007 I get 1. Am I missing something? I tried all the precision settings and that doesn't seem to change anything. Disappointed.",
Easy to use and no complaints at all. Much better than having to use a physical calculator. Great for Algebra. There is a banner ad but it in no way interferes with use. I highly recommend.,
"It has show me how uo calculate time how to calculate the cos,sin,and tan that the good experience I have never met in the calculate I have never knew that the calculate can convert the number in to are whole number that's the greatest experience I have never met that good using this calculate its even more likely like the real usable calculate this one is more expensive like the real one this one has more futures in the phone because it has shown me many things that's the great thing my story",
"The app works very much like the Casio fx-100AU, which is a university approved standard scientific calculator. It handles the basic order of operations, fractions, trig and other operators and calculations in the way you are used to from your school calculator. It is vastly superior to the standard basic calculator built into android and windows.",
I bought a lifetime license for this app. But when re-installing it was not anymore available in the appstore. Only under another name. You can guess it ... You need to pay again to upgrade.,
Very useful but I gave 3 stars because it's not entirety free. You need to upgrade in premium to access all the features even it's just a simple feature.,
It very good and easy to use it is similar to a original Casio and it gives an accurate value as aa real Casio can do sums easily within minutes and sometimes ad appears but not everytime thank you 😍,
Very useful app. Some functions such as unit conversion is much more easier. Been using this for over 2 years!,
It's a really good app. I was very shoked when I saw that this calculator can calculate everything. Even the latest scientific calculator can't solve a sum but it can.,
This scientific calculator app is best compared to the others I have downloaded so far. It is like a real scientific calculator but more advanced.,
Amazing calc only annoyance is that the answer auto show without pressing equals which means I forget to so when I start typing a new Q it gets messed up and I have to delete whole Q but becuz =wasn't pressed previous answ doesn't save and have to re-type Q,
"Truly love it, very helpful and well organized when it comes to button. Looking forward for more updates🤭",
